Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
BTC,4/27/2016,466.064,464.429,470.16099,462.439
BTC,4/28/2016,441.304,466.064,468.483,435.282
BTC,4/29/2016,446.236,441.304,450.647,438.484
BTC,4/30/2016,454.375,446.236,456.89099,446.224
BTC,5/1/2016,449.108,454.375,455.235,447.838
BTC,5/2/2016,453.067,449.108,453.502,448.93999
BTC,5/3/2016,443.681,453.067,453.227,439.89399
BTC,5/4/2016,449.157,443.681,451.443,443.681
BTC,5/5/2016,447.73999,449.157,450.233,445.438
BTC,5/6/2016,447.58599,447.73999,449.468,445.826
BTC,5/7/2016,458.864,447.58599,462.76,447.347
BTC,5/8/2016,459.937,458.864,461.735,457.963
BTC,5/9/2016,458.708,459.937,460.48,456.154
BTC,5/10/2016,460.954,458.708,464.21,457.138
BTC,5/11/2016,454.39399,460.954,461.213,447.75699
BTC,5/12/2016,451.155,454.39399,454.938,450.832
BTC,5/13/2016,453.701,451.155,455.12299,447.731
BTC,5/14/2016,456.039,453.701,457.038,452.39099
BTC,5/15/2016,456.093,456.039,456.477,453.834
BTC,5/16/2016,457.64099,456.093,458.87299,455.325
BTC,5/17/2016,454.278,457.64099,457.927,451.33
BTC,5/18/2016,454.064,454.278,454.812,452.3
BTC,5/19/2016,453.494,454.064,455.734,453.243
BTC,5/20/2016,440.231,453.494,454.078,435.616
BTC,5/21/2016,442.953,440.231,444.075,439.43
BTC,5/22/2016,442.892,442.953,443.71099,439.292
BTC,5/23/2016,440.551,442.892,443.15,437.996
BTC,5/24/2016,444.489,440.551,444.756,440.551
BTC,5/25/2016,447.035,444.489,447.07,443.761
BTC,5/26/2016,448.278,447.035,449.979,446.784
BTC,5/27/2016,467.262,448.278,472.481,448.076
BTC,5/28/2016,489.847,467.262,490.246,467.262
BTC,5/29/2016,516.051,489.847,531.697,489.847
BTC,5/30/2016,529.917,516.051,545.764,508.12299
BTC,5/31/2016,537.23299,529.917,541.783,525.332
BTC,6/1/2016,528.04999,537.23299,546.85299,519.93
BTC,6/2/2016,538.568,528.04999,543.62799,527.587
BTC,6/3/2016,537.185,538.568,541.056,532.68599
BTC,6/4/2016,571.139,537.185,576.778,536.706
BTC,6/5/2016,579.343,571.139,591.028,563.155
BTC,6/6/2016,578.84899,579.343,582.309,568.327
BTC,6/7/2016,585.399,578.84899,590.98299,578.555
BTC,6/8/2016,576.226,585.399,588.682,565.165
BTC,6/9/2016,580.43599,576.226,583.989,573.546
BTC,6/10/2016,574.953,580.43599,581.56899,572.042
BTC,6/11/2016,583.87,574.953,585.45399,573.667
BTC,6/12/2016,633.205,583.87,634.269,582.31099
BTC,6/13/2016,682.226,633.205,685.275,628.08999
BTC,6/14/2016,695.155,682.226,719.847,673.396
BTC,6/15/2016,685.442,695.155,695.763,661.601
BTC,6/16/2016,732.357,685.442,732.692,673.249
BTC,6/17/2016,773.25,732.357,776.642,725.895
BTC,6/18/2016,736.386,773.25,773.505,709.688
BTC,6/19/2016,747.831,736.386,781.309,733.813
BTC,6/20/2016,758.903,747.831,765.929,742.566
BTC,6/21/2016,702.696,758.903,763.019,683.746
BTC,6/22/2016,657.013,702.696,713.289,631.72399
BTC,6/23/2016,581.249,657.013,677.105,551.91599
BTC,6/24/2016,657.08999,581.249,658.43999,560.331
BTC,6/25/2016,687.168,657.08999,692.544,637.721
BTC,6/26/2016,657.22399,687.168,688.808,644.874
BTC,6/27/2016,644.091,657.22399,659.692,615.775
BTC,6/28/2016,655.94399,644.091,661.35299,626.16099
BTC,6/29/2016,634.357,655.94399,656.006,624.768
BTC,6/30/2016,635.093,634.357,642.485,627.687
BTC,7/1/2016,683.293,635.093,684.652,634.987
BTC,7/2/2016,678.567,683.293,684.804,668.777
BTC,7/3/2016,690.179,678.567,704.423,677.16375
BTC,7/4/2016,670.741,690.179,694.597,646.745
BTC,7/5/2016,679.351,670.741,682.394,667.5
BTC,7/6/2016,676.872,679.351,679.466,662.218
BTC,7/7/2016,671.814,676.872,680.231,666.93
BTC,7/8/2016,640.476,671.814,672.906,611.258
BTC,7/9/2016,654.85299,640.476,665.749,636.278
BTC,7/10/2016,649.356,654.85299,661.76199,626.86899
BTC,7/11/2016,656.747,649.356,660.439,639.618
BTC,7/12/2016,648.136,656.747,658.50699,644.754
BTC,7/13/2016,663.443,648.136,675.067,646.54
BTC,7/14/2016,654.018,663.443,668.759,651.567
BTC,7/15/2016,663.638,654.018,665.29099,651.486
BTC,7/16/2016,666.56499,663.638,668.235,662.091
BTC,7/17/2016,665.113,666.56499,666.94399,658.252
BTC,7/18/2016,681.239,665.113,681.599,663.809
BTC,7/19/2016,673.832,681.239,682.19,667.44399
BTC,7/20/2016,673.008,673.832,674.756,667.426
BTC,7/21/2016,662.034,673.008,673.852,659.693
BTC,7/22/2016,666.747,662.034,667.197,662.034
BTC,7/23/2016,654.725,666.747,667.058,645.154
BTC,7/24/2016,654.895,654.725,656.438,648.758
BTC,7/25/2016,660.284,654.895,663.918,652.583
BTC,7/26/2016,655.418,660.284,661.306,653.12799
BTC,7/27/2016,650.82899,655.418,656.72799,644.65
BTC,7/28/2016,656.91599,650.82899,659.51,647.92499
BTC,7/29/2016,655.427,656.91599,658.631,654.16099
BTC,7/30/2016,656.681,655.427,658.25299,654.385
BTC,7/31/2016,635.588,656.681,658.283,634.84899
BTC,8/1/2016,621.37299,635.588,639.38199,616.048
BTC,8/2/2016,601.227,621.37299,627.068,600.741
BTC,8/3/2016,555.926,601.227,608.707,484.59125
BTC,8/4/2016,578.52374,555.926,583.28,549.404
BTC,8/5/2016,570.33875,578.52374,582.65125,560.745
BTC,8/6/2016,574.87375,570.33875,579.3425,567.54875
BTC,8/7/2016,588.51625,574.87375,592.37125,567.57
BTC,8/8/2016,589.66125,588.51625,597.40125,584.45375
BTC,8/9/2016,586.715,589.66125,593.3025,584.82
BTC,8/10/2016,585.23875,586.715,589.6925,583.09124
BTC,8/11/2016,594.81625,585.23875,599.85625,584.30625
BTC,8/12/2016,581.9625,594.81625,597.4775,581.95
BTC,8/13/2016,584.87375,581.9625,589.59875,581.86249
BTC,8/14/2016,581.65,584.87375,589.08875,580.3125
BTC,8/15/2016,571.9625,581.65,583.6775,563.79625
BTC,8/16/2016,567.60749,571.9625,574.4025,560.2025
BTC,8/17/2016,575.54125,567.60749,580.51125,565.45375
BTC,8/18/2016,572.37249,575.54125,578.29375,568.47875
BTC,8/19/2016,573.01625,572.37249,576.16375,571.34375
BTC,8/20/2016,573.08,573.01625,575.89125,571.54375
BTC,8/21/2016,581.35375,573.08,582.855,572.73749
BTC,8/22/2016,579.6675,581.35375,583.9475,579.02125
BTC,8/23/2016,585.5075,579.6675,586.18375,578.4525
BTC,8/24/2016,577.98749,585.5075,586.71875,577.52374
BTC,8/25/2016,574.5825,577.98749,580.37625,573.33124
BTC,8/26/2016,575.0625,574.5825,576.49625,573.095
BTC,8/27/2016,575.3425,575.0625,578.635,574.73875
BTC,8/28/2016,568.78875,575.3425,575.3425,566.45
BTC,8/29/2016,574.49749,568.78875,575.36375,568.36875
BTC,8/30/2016,571.94125,574.49749,574.68499,571.23375
BTC,8/31/2016,573.78125,571.94125,576.8825,571.36
BTC,9/1/2016,572.96,573.78125,573.845,570.80125
BTC,9/2/2016,570.1,572.96,572.96,568.85749
BTC,9/3/2016,572.52125,570.1,575.26,569.29999
BTC,9/4/2016,596.45375,572.52125,599.6025,572.41999
BTC,9/5/2016,606.0525,596.45375,612.39374,596.01125
BTC,9/6/2016,604.465,606.0525,607.93625,600.43875
BTC,9/7/2016,609.4325,604.465,611.45,604.29499
BTC,9/8/2016,613.67499,609.4325,615.32375,607.25
BTC,9/9/2016,623.6,613.67499,628.74875,613.13375
BTC,9/10/2016,620.59875,623.6,624.105,617.5425
BTC,9/11/2016,622.03375,620.59875,624.32,620.4025
BTC,9/12/2016,604.8275,622.03375,628.5025,595.42875
BTC,9/13/2016,607.03625,604.8275,607.97625,603.085
BTC,9/14/2016,606.885,607.03625,608.9475,605.16875
BTC,9/15/2016,606.8975,606.885,609.62625,606.7825
BTC,9/16/2016,605.52125,606.8975,608.47125,604.6625
BTC,9/17/2016,606.04625,605.52125,608.54,604.99625
BTC,9/18/2016,605.08,606.04625,606.825,603.46
BTC,9/19/2016,609.37249,605.08,609.58624,604.63874
BTC,9/20/2016,606.7175,609.37249,609.73749,606.1675
BTC,9/21/2016,595.93375,606.7175,608.43625,590.86625
BTC,9/22/2016,596.225,595.93375,596.92625,593.39125
BTC,9/23/2016,595.0175,596.225,596.54625,593.74875
BTC,9/24/2016,602.4075,595.0175,602.61375,594.52625
BTC,9/25/2016,601.36875,602.4075,603.54499,599.63125
BTC,9/26/2016,598.9075,601.36875,601.9775,597.65
BTC,9/27/2016,605.0175,598.9075,607.55125,598.47875
BTC,9/28/2016,602.885,605.0175,607.3175,601.39374
BTC,9/29/2016,603.58124,602.885,604.315,602.27374
BTC,9/30/2016,604.52125,603.58124,606.02374,602.48375
BTC,10/1/2016,610.58375,604.52125,611.39374,603.48249
BTC,10/2/2016,613.23749,610.58375,615.09,610.57
BTC,10/3/2016,611.88874,613.23749,613.38,608.275
BTC,10/4/2016,609.495,611.88874,612.61375,608.6325
BTC,10/5/2016,608.125,609.495,610.1575,607.68125
BTC,10/6/2016,610.57,608.125,612.785,607.91125
BTC,10/7/2016,610.23375,610.57,611.61249,609.8025
BTC,10/8/2016,617.445,610.23375,617.445,609.84124
BTC,10/9/2016,614.59625,617.445,618.4575,614.58375
BTC,10/10/2016,615.91625,614.59625,616.06625,614.095
BTC,10/11/2016,618.3275,615.91625,618.35749,613.8225
BTC,10/12/2016,637.21624,618.3275,640.89874,618.3275
BTC,10/13/2016,637.73625,637.21624,638.90125,634.06625
BTC,10/14/2016,635.88375,637.73625,637.75375,633.81625
BTC,10/15/2016,638.975,635.88375,639.65,631.96
BTC,10/16/2016,638.605,638.975,639.98125,636.05375
BTC,10/17/2016,636.635,638.605,641.1525,636.58624
BTC,10/18/2016,637.01625,636.635,638.62625,635.86249
BTC,10/19/2016,634.605,637.01625,637.76374,632.7675
BTC,10/20/2016,626.36875,634.605,636.36249,625.27625
BTC,10/21/2016,629.61249,626.36875,629.91,626.36625
BTC,10/22/2016,630.61875,629.61249,632.30125,628.10125
BTC,10/23/2016,650.895,630.61875,654.79999,630.4425
BTC,10/24/2016,647.69375,650.895,653.49375,645.91999
BTC,10/25/2016,652.235,647.69375,652.84124,645.49375
BTC,10/26/2016,657.05625,652.235,658.86749,646.6925
BTC,10/27/2016,684.3775,657.05625,685.21375,656.39125
BTC,10/28/2016,684.2975,684.3775,686.73,678.02125
BTC,10/29/2016,700.135,684.2975,701.0125,681.42125
BTC,10/30/2016,704.91,700.135,718.73375,692.21
BTC,10/31/2016,693.89625,704.91,709.9875,682.08375
BTC,11/1/2016,708.955,693.89625,710.44125,693.4425
BTC,11/2/2016,725.6925,708.955,735.8275,707.8325
BTC,11/3/2016,741.84875,725.6925,744.01875,719.6325
BTC,11/4/2016,701.21875,741.84875,744.89375,673.73125
BTC,11/5/2016,702.175,701.21875,706.3,687.97375
BTC,11/6/2016,705.47875,702.175,706.42125,696.6625
BTC,11/7/2016,705.47125,705.47875,714.55875,699.865
BTC,11/8/2016,706.13375,705.47125,707.58875,700.03
BTC,11/9/2016,728.36125,706.13375,729.0725,701.9975
BTC,11/10/2016,719.2525,728.36125,738.985,717.07875
BTC,11/11/2016,714.57125,719.2525,719.34375,707.995
BTC,11/12/2016,715.7725,714.57125,718.2725,713.0675
BTC,11/13/2016,694.72125,715.7725,715.7725,693.5675
BTC,11/14/2016,704.62125,694.72125,704.65,686.0225
BTC,11/15/2016,711.39625,704.62125,713.0725,698.5175
BTC,11/16/2016,710.9275,711.39625,716.215,709.3275
BTC,11/17/2016,745.92625,710.9275,746.36375,710.6725
BTC,11/18/2016,738.665,745.92625,752.0375,731.9825
BTC,11/19/2016,748.8075,738.665,751.1375,737.915
BTC,11/20/2016,752.5525,748.8075,754.54625,740.13375
BTC,11/21/2016,730.365,752.5525,753.765,713.13
BTC,11/22/2016,734.84,730.365,738.62875,728.015
BTC,11/23/2016,745.97875,734.84,750.80125,734.55
BTC,11/24/2016,739.81875,745.97875,746.575,732.20875
BTC,11/25/2016,730.3125,739.81875,740.87625,727.9875
BTC,11/26/2016,737.4025,730.3125,738.51375,728.38125
BTC,11/27/2016,727.445,737.4025,738.155,724.1275
BTC,11/28/2016,731.9,727.445,735.405,727.43875
BTC,11/29/2016,731.12625,731.9,734.1425,729.4725
BTC,11/30/2016,731.64,731.12625,734.43375,728.60375
BTC,12/1/2016,744.1025,731.64,744.47,730.71125
BTC,12/2/2016,766.5925,744.1025,767.105,744.1025
BTC,12/3/2016,769.915,766.5925,778.1425,763.83875
BTC,12/4/2016,764.3575,769.915,770.12125,757.835
BTC,12/5/2016,760.1,764.3575,767.24125,759.91875
BTC,12/6/2016,754.82625,760.1,760.40625,745.6975
BTC,12/7/2016,758.35375,754.82625,759.89,751.95625
BTC,12/8/2016,763.23625,758.35375,768.31875,752.165
BTC,12/9/2016,766.8725,763.23625,771.42,762.7025
BTC,12/10/2016,773.2825,766.8725,773.3225,766.33
BTC,12/11/2016,765.9525,773.2825,775.08625,764.3675
BTC,12/12/2016,769.8275,765.9525,769.86375,763.31625
BTC,12/13/2016,774.38625,769.8275,788.48625,766.9025
BTC,12/14/2016,778.35625,774.38625,781.585,771.5475
BTC,12/15/2016,776.9825,778.35625,779.605,771.3925
BTC,12/16/2016,776.415,776.9825,778.2175,772.7675
BTC,12/17/2016,786.9725,776.415,790.83875,775.50125
BTC,12/18/2016,789.24625,786.9725,790.30375,785.57375
BTC,12/19/2016,791,789.24625,791.16,785.2375
BTC,12/20/2016,789.2325,791,792.2825,788.65625
BTC,12/21/2016,805.79625,789.2325,806.1975,788.44875
BTC,12/22/2016,842.63875,805.79625,842.96625,805.14875
BTC,12/23/2016,910.9325,842.63875,910.9325,842.17875
BTC,12/24/2016,910.2475,910.9325,918.94875,878.91
BTC,12/25/2016,870.13125,910.2475,916.55625,869.47
BTC,12/26/2016,905.45625,870.13125,909.84625,858.03625
BTC,12/27/2016,900.36625,905.45625,906.88875,893.62125
BTC,12/28/2016,948.89875,900.36625,949.80625,900.02625
BTC,12/29/2016,971.645,948.89875,982.86875,947.03
BTC,12/30/2016,954.84375,971.645,977.7925,949.61875
BTC,12/31/2016,952.455,954.84375,964.72625,928.9875
BTC,1/1/2017,964.325,952.455,968.485,949.08625
BTC,1/2/2017,1009.97375,964.325,1011.525,963.53
BTC,1/3/2017,1028.33375,1009.97375,1034.105,998.62125
BTC,1/4/2017,1047.09999,1028.33375,1048.12375,1013.3775
BTC,1/5/2017,1140.385,1047.09999,1141.9975,1047.06375
BTC,1/6/2017,985.93875,1140.385,1153.02,887.46625
BTC,1/7/2017,837.83625,985.93875,990.37125,821.655
BTC,1/8/2017,923.52375,837.83625,923.7475,816.36375
BTC,1/9/2017,889.33875,923.52375,942.0625,878.10125
BTC,1/10/2017,905.22625,889.33875,911.99625,881.1575
BTC,1/11/2017,910.60625,905.22625,914.02375,897.57375
BTC,1/12/2017,772.66125,910.60625,919.55875,747.49625
BTC,1/13/2017,784.89375,772.66125,828.08875,746.685
BTC,1/14/2017,820.68875,784.89375,839.23,774.35875
BTC,1/15/2017,821.19625,820.68875,835.555,810.6425
BTC,1/16/2017,830.74,821.19625,834.7025,810.21625
BTC,1/17/2017,848.58125,830.74,848.58125,820.91625
BTC,1/18/2017,890.29375,848.58125,914.8025,848.58125
BTC,1/19/2017,888.0625,890.29375,901.83375,848.60875
BTC,1/20/2017,896.16375,888.0625,905.4225,884.185
BTC,1/21/2017,920.58875,896.16375,921.18125,882.29625
BTC,1/22/2017,934.7775,920.58875,936.2525,912.0725
BTC,1/23/2017,920.365,934.7775,936.7525,893.0075
BTC,1/24/2017,912.2125,920.365,926.9975,891.405
BTC,1/25/2017,898.55,912.2125,922.1475,884.78875
BTC,1/26/2017,901.05,898.55,901.48,888.01875
BTC,1/27/2017,912.84375,901.05,919.1325,896.2825
BTC,1/28/2017,919.795,912.84375,921.56875,909.4
BTC,1/29/2017,920.82875,919.795,922.06125,917.82125
BTC,1/30/2017,916.91125,920.82875,921.50875,912.955
BTC,1/31/2017,921.35125,916.91125,921.8175,915.77
BTC,2/1/2017,973.065,921.35125,978.185,920.64875
BTC,2/2/2017,982.8275,973.065,992.41875,964.4075
BTC,2/3/2017,1020.09,982.8275,1020.12375,982.33375
BTC,2/4/2017,1011.215,1020.09,1024.1425,995.87
BTC,2/5/2017,1029.40124,1011.215,1040.08625,1004.3775
BTC,2/6/2017,1019.3125,1029.40124,1030.33625,1006.51875
BTC,2/7/2017,1029.40875,1019.3125,1030.405,1018.23
BTC,2/8/2017,1067.70875,1029.40875,1067.79625,1029.40875
BTC,2/9/2017,1072.205,1067.70875,1072.22875,1018.19125
BTC,2/10/2017,974.95875,1072.205,1077.7625,942.45375
BTC,2/11/2017,997.2275,974.95875,1000.98625,954.27625
BTC,2/12/2017,1004.71375,997.2275,1015.99625,997.2275
BTC,2/13/2017,1004.85375,1004.71375,1008.49,997.45625
BTC,2/14/2017,994.58,1004.85375,1007.28,976.28875
BTC,2/15/2017,1003.59,994.58,1016.445,987.33125
BTC,2/16/2017,1018.41125,1003.59,1021.98375,1001.00375
BTC,2/17/2017,1038.86625,1018.41125,1041.52375,1016.995
BTC,2/18/2017,1058.315,1038.86625,1058.60375,1027.9875
BTC,2/19/2017,1052.84375,1058.315,1066.83625,1051.02
BTC,2/20/2017,1046.66249,1052.84375,1061.3175,1045.30874
BTC,2/21/2017,1079.5825,1046.66249,1084.50375,1046.66249
BTC,2/22/2017,1112.86375,1079.5825,1126.48625,1079.3475
BTC,2/23/2017,1122.515,1112.86375,1132.51,1101.9
BTC,2/24/2017,1193.501,1122.515,1193.961,1120.73
BTC,2/25/2017,1182.429,1193.501,1206.596,1101.385
BTC,2/26/2017,1139.848,1182.429,1184.183,1126.26
BTC,2/27/2017,1189.366,1139.848,1192.252,1139.795
BTC,2/28/2017,1189.94699,1189.366,1210.156,1173.095
BTC,3/1/2017,1193.611,1189.94699,1198.163,1179.97
BTC,3/2/2017,1221.05,1193.611,1233.298,1187.33199
BTC,3/3/2017,1269.776,1221.05,1284.334,1216.03
BTC,3/4/2017,1285.376,1269.776,1293.469,1258.487
BTC,3/5/2017,1260.668,1285.376,1287.61,1239.568
BTC,3/6/2017,1273.24699,1260.668,1280.579,1245.911
BTC,3/7/2017,1280.30499,1273.24699,1285.181,1268.809
BTC,3/8/2017,1206.357,1280.30499,1280.427,1188.174
BTC,3/9/2017,1153.06,1206.357,1225.5,1135.086
BTC,3/10/2017,1200.557,1153.06,1208.63899,1147.435
BTC,3/11/2017,1147.625,1200.557,1325.81299,1022.68
BTC,3/12/2017,1186.351,1147.625,1200.383,1146.877
BTC,3/13/2017,1235.553,1186.351,1237.781,1178.066
BTC,3/14/2017,1242.806,1235.553,1247.261,1216.20699
BTC,3/15/2017,1245.892,1242.806,1257.797,1227.108
BTC,3/16/2017,1247.67099,1245.892,1260.62999,1245.099
BTC,3/17/2017,1126.08199,1247.67099,1248.29199,1103.531
BTC,3/18/2017,1062.07,1126.08199,1164.222,1057.345
BTC,3/19/2017,1000.24599,1062.07,1094.412,944.113
BTC,3/20/2017,1036.226,1000.24599,1058.91,977.506
BTC,3/21/2017,1065.481,1036.226,1065.50599,1015.041
BTC,3/22/2017,1091.333,1065.481,1119.074,1063.69699
BTC,3/23/2017,1036.099,1091.333,1101.028,990.705
BTC,3/24/2017,1013.844,1036.099,1053.241,1012.245
BTC,3/25/2017,921.808,1013.844,1014.601,920.576
BTC,3/26/2017,962.508,921.808,972.271,891.511
BTC,3/27/2017,968.293,962.508,998.56,946.522
BTC,3/28/2017,1035.32199,968.293,1042.901,965.455
BTC,3/29/2017,1011.969,1035.32199,1064.52,1010.04699
BTC,3/30/2017,1041.374,1011.969,1056.89799,1011.315
BTC,3/31/2017,1048.86299,1041.374,1051.473,1023.187
BTC,4/1/2017,1077.557,1048.86299,1087.727,1040.614
BTC,4/2/2017,1082.37,1077.557,1103.528,1069.78199
BTC,4/3/2017,1140.037,1082.37,1140.037,1077.59099
BTC,4/4/2017,1148.092,1140.037,1155.714,1120.597
BTC,4/5/2017,1139.86,1148.092,1161.361,1125.827
BTC,4/6/2017,1150.685,1139.86,1151.20699,1113.077
BTC,4/7/2017,1177.284,1150.685,1202.82199,1149.209
BTC,4/8/2017,1196.896,1177.284,1202.037,1176.375
BTC,4/9/2017,1187.03299,1196.896,1196.896,1170.579
BTC,4/10/2017,1213.801,1187.03299,1218.239,1178.396
BTC,4/11/2017,1206.74,1213.801,1219.056,1202.78299
BTC,4/12/2017,1226.896,1206.74,1232.155,1204.364
BTC,4/13/2017,1216.269,1226.896,1226.927,1213.655
BTC,4/14/2017,1187.136,1216.269,1219.007,1154.9
BTC,4/15/2017,1186.10899,1187.136,1197.391,1169.893
BTC,4/16/2017,1189.55,1186.10899,1199.71,1178.094
BTC,4/17/2017,1184.2,1189.55,1190.96499,1178.19599
BTC,4/18/2017,1211.73799,1184.2,1211.73799,1181.78299
BTC,4/19/2017,1218.666,1211.73799,1222.358,1211.233
BTC,4/20/2017,1227.981,1218.666,1232.858,1209.183
BTC,4/21/2017,1261.702,1227.981,1264.665,1227.679
BTC,4/22/2017,1255.25125,1261.702,1275.053,1247.7925
BTC,4/23/2017,1232.7575,1255.25125,1255.905,1220
BTC,4/24/2017,1243.43,1232.7575,1250.455,1230.68374
BTC,4/25/2017,1251.5775,1243.43,1251.5775,1240.11999
BTC,4/26/2017,1269.69625,1251.5775,1270.7275,1248.7425
BTC,4/27/2017,1289.7475,1269.69625,1307.27875,1269.43
BTC,4/28/2017,1335.825,1289.7475,1343.5925,1289.4925
BTC,4/29/2017,1319.7,1335.825,1338.9875,1282.93249
BTC,4/30/2017,1311.58874,1319.7,1333.375,1311.25125
BTC,5/1/2017,1370.79,1311.58874,1371.20625,1308.7425
BTC,5/2/2017,1416.61,1370.79,1426.63375,1350.005
BTC,5/3/2017,1448.88625,1416.61,1466.88125,1408.54
BTC,5/4/2017,1506.7725,1448.88625,1507.51,1431.18125
BTC,5/5/2017,1543.31,1506.7725,1594.62625,1442.73125
BTC,5/6/2017,1536.1525,1543.31,1591.9675,1491.675
BTC,5/7/2017,1554.6025,1536.1525,1555.225,1517.65
BTC,5/8/2017,1564.065,1554.6025,1572.55375,1525.895
BTC,5/9/2017,1644.72875,1564.065,1655.7875,1564.065
BTC,5/10/2017,1695.83125,1644.72875,1753.595,1641.0625
BTC,5/11/2017,1748.35375,1695.83125,1764.21,1690.39875
BTC,5/12/2017,1774.52,1748.35375,1839.23125,1748.07
BTC,5/13/2017,1634.6075,1774.52,1799.495,1587.69375
BTC,5/14/2017,1774.805,1634.6075,1784.83625,1624.56125
BTC,5/15/2017,1747.04375,1774.805,1793.7325,1740.2
BTC,5/16/2017,1665.0325,1747.04375,1747.04375,1652.15625
BTC,5/17/2017,1744.44125,1665.0325,1753.0375,1657.10875
BTC,5/18/2017,1796.89625,1744.44125,1823.555,1744.44125
BTC,5/19/2017,1913.13875,1796.89625,1918.3275,1795.7775
BTC,5/20/2017,1983.97875,1913.13875,1993.12375,1909.23125
BTC,5/21/2017,2074.69625,1983.97875,2074.69625,1964.975
BTC,5/22/2017,2114.98875,2074.69625,2115.59125,2001.145
BTC,5/23/2017,2196.66874,2114.98875,2289.2075,2062.30249
BTC,5/24/2017,2348.55249,2196.66874,2356.405,2174.49375
BTC,5/25/2017,2581.85375,2348.55249,2593.36666,2310.42625
BTC,5/26/2017,2460.95375,2581.85375,2791.695,2298.48999
BTC,5/27/2017,2232.2875,2460.95375,2639.905,2067.0975
BTC,5/28/2017,2234.83374,2232.2875,2250.1475,1908.99125
BTC,5/29/2017,2195.785,2234.83374,2320.8175,2135.0025
BTC,5/30/2017,2315.73625,2195.785,2339.725,2157.34499
BTC,5/31/2017,2170.98124,2315.73625,2329.63625,2152.9225
BTC,6/1/2017,2402.125,2170.98124,2414.515,2162.22625
BTC,6/2/2017,2477.1725,2402.125,2489.9775,2361.74125
BTC,6/3/2017,2475.2975,2477.1725,2524.80625,2418.9325
BTC,6/4/2017,2526.31125,2475.2975,2593.64,2448.04374
BTC,6/5/2017,2605.125,2526.31125,2607.92999,2494.29125
BTC,6/6/2017,2855.03,2605.125,2911.86,2582.375
BTC,6/7/2017,2900.8525,2855.03,2967.47625,2742.335
BTC,6/8/2017,2737.9025,2900.8525,2911.93875,2625.085
BTC,6/9/2017,2826.03875,2737.9025,2864.365,2712.68875
BTC,6/10/2017,2846.00625,2826.03875,2874.69625,2794.0625
BTC,6/11/2017,2910.33625,2846.00625,2943.6325,2821.525
BTC,6/12/2017,3007.0125,2910.33625,3025.4725,2894.01
BTC,6/13/2017,2697.0775,3007.0125,3041.35833,2525.23875
BTC,6/14/2017,2780.1825,2697.0775,2802.9475,2696.4575
BTC,6/15/2017,2518.54875,2780.1825,2828.8825,2385.03125
BTC,6/16/2017,2438.61749,2518.54875,2522.3075,2185.96124
BTC,6/17/2017,2520.78375,2438.61749,2559.18874,2433.9475
BTC,6/18/2017,2680.1025,2520.78375,2707.06,2510.93874
BTC,6/19/2017,2611.67999,2680.1025,2680.1025,2522.3225
BTC,6/20/2017,2667.5475,2611.67999,2691.57375,2555.10375
BTC,6/21/2017,2805.0975,2667.5475,2822.63375,2636.05875
BTC,6/22/2017,2702.00375,2805.0975,2828.94375,2661.31125
BTC,6/23/2017,2763.29125,2702.00375,2783.75875,2643.75875
BTC,6/24/2017,2740.5925,2763.29125,2780.27,2726.04125
BTC,6/25/2017,2598.15875,2740.5925,2764.0375,2556.8225
BTC,6/26/2017,2630.59499,2598.15875,2696.88625,2530.63125
BTC,6/27/2017,2513.42999,2630.59499,2633.1075,2387.63749
BTC,6/28/2017,2556.1675,2513.42999,2597.27625,2332.60125
BTC,6/29/2017,2591.2675,2556.1675,2619.23625,2498.9325
BTC,6/30/2017,2547.3225,2591.2675,2620.84375,2530.12125
BTC,7/1/2017,2479.05499,2547.3225,2581.74125,2471.7925
BTC,7/2/2017,2424.69875,2479.05499,2547.0475,2396.01249
BTC,7/3/2017,2513.74125,2424.69875,2551.065,2410.4725
BTC,7/4/2017,2640.06125,2513.74125,2648.85624,2510.3225
BTC,7/5/2017,2588.67875,2640.06125,2659.78875,2583.3525
BTC,7/6/2017,2634.17375,2588.67875,2648.67999,2560.85
BTC,7/7/2017,2598.57,2634.17375,2638.09875,2591.9825
BTC,7/8/2017,2514.3625,2598.57,2603.47125,2482.77124
BTC,7/9/2017,2586.0425,2514.3625,2588.38125,2506.30375
BTC,7/10/2017,2524.12624,2586.0425,2590.7525,2510.28625
BTC,7/11/2017,2352.265,2524.12624,2541.55625,2314.0775
BTC,7/12/2017,2292.91375,2352.265,2428.15749,2272.31625
BTC,7/13/2017,2437.55375,2292.91375,2448.505,2292.41874
BTC,7/14/2017,2337.67875,2437.55375,2437.55375,2327.72875
BTC,7/15/2017,2109.37375,2337.67875,2372.83374,2105.24375
BTC,7/16/2017,2045.5725,2109.37375,2151.72875,1971.28375
BTC,7/17/2017,1986.9425,2045.5725,2055.7475,1836.92
BTC,7/18/2017,2189.23999,1986.9425,2246.11749,1986.9425
BTC,7/19/2017,2354.8925,2189.23999,2407.18874,2177.99375
BTC,7/20/2017,2349.355,2354.8925,2413.485,2258.1125
BTC,7/21/2017,2740.56875,2349.355,2946.36,2332.35375
BTC,7/22/2017,2738.775,2740.56875,2814.5075,2639.31374
BTC,7/23/2017,2831.67875,2738.775,2875.7775,2725.06625
BTC,7/24/2017,2772.3675,2831.67875,2836.3775,2670.76125
